variable activity subject average_value
fBodyAccMag-mean() LAYING 24 -0.650121872273806
fBodyAccMag-mean() SITTING 22 -0.0295832732681818
fBodyAccMag-mean() SITTING 23 -0.529029284118011
fBodyAccMag-mean() SITTING 25 -0.69501971
fBodyAccMag-mean() SITTING 26 -0.6317569828625
fBodyAccMag-mean() SITTING 27 -0.667185803946808
fBodyAccMag-mean() SITTING 28 -0.656100294024272
fBodyAccMag-mean() STANDING 2 -0.514569861316887
fBodyAccMag-mean() STANDING 4 -0.602098037677603
fBodyAccMag-mean() STANDING 9 -0.553186448295139
fBodyAccMag-mean() STANDING 10 -0.786961677072917
fBodyAccMag-mean() STANDING 28 -0.596766476930682
fBodyAccMag-mean() STANDING 29 -0.589294014734302
fBodyAccMag-mean() STANDING 30 -0.600372067046214
fBodyAccMag-mean() WALKING 1 -0.478448523354179
fBodyAccMag-mean() WALKING 3 -0.579076453758064
fBodyAccMag-mean() WALKING 5 -0.528503022745033
fBodyAccMag-mean() WALKING 6 -0.473974924380431
fBodyAccMag-mean() WALKING 7 -0.518323878824675
fBodyAccMag-mean() WALKING 8 -0.693568388292929
fBodyAccMag-mean() WALKING_DOWNSTAIRS 17 -0.616776986006785
fBodyAccMag-mean() WALKING_DOWNSTAIRS 19 -0.556404444967972
fBodyAccMag-mean() WALKING_DOWNSTAIRS 21 -0.658664719514706
fBodyAccMag-mean() WALKING_DOWNSTAIRS 22 -0.61441509667592
fBodyAccMag-mean() WALKING_UPSTAIRS 8 -0.413399661273626
fBodyAccMag-mean() WALKING_UPSTAIRS 11 -0.611528074359177
fBodyAccMag-mean() WALKING_UPSTAIRS 14 -0.490874179820433
fBodyAccMag-mean() WALKING_UPSTAIRS 15 -0.562948391223628
fBodyAccMag-mean() WALKING_UPSTAIRS 16 -0.666962508246721
fBodyAccMag-mean() WALKING_UPSTAIRS 17 -0.990007266206896
fBodyAccMag-std() LAYING 10 -0.535760386288384
fBodyAccMag-std() LAYING 12 -0.65053328158
fBodyAccMag-std() LAYING 13 -0.665344858593272
fBodyAccMag-std() LAYING 18 -0.733904051236264
fBodyAccMag-std() LAYING 20 -0.648306198707062
fBodyAccMag-std() LAYING 24 -0.705928425819685
fBodyAccMag-std() SITTING 22 -0.323464307272727
fBodyAccMag-std() SITTING 23 -0.657048917971505
fBodyAccMag-std() SITTING 25 -0.695367928718826
fBodyAccMag-std() SITTING 26 -0.673917799546684
fBodyAccMag-std() SITTING 27 -0.734883056953989
fBodyAccMag-std() SITTING 28 -0.715164661849515
fBodyAccMag-std() STANDING 2 -0.646662308457285
fBodyAccMag-std() STANDING 4 -0.672948341687697
fBodyAccMag-std() STANDING 9 -0.624456827182986
fBodyAccMag-std() STANDING 10 -0.834157293125
fBodyAccMag-std() STANDING 28 -0.675726065523296
fBodyAccMag-std() STANDING 29 -0.639314176054942
fBodyAccMag-std() STANDING 30 -0.646522810920757
fBodyAccMag-std() WALKING 1 -0.589710231217867
fBodyAccMag-std() WALKING 3 -0.663079838985044
fBodyAccMag-std() WALKING 5 -0.594259529756954
fBodyAccMag-std() WALKING 6 -0.570910289993846
fBodyAccMag-std() WALKING 7 -0.583819796092208
fBodyAccMag-std() WALKING 8 -0.770877890434343
fBodyAccMag-std() WALKING_DOWNSTAIRS 17 -0.661980075745723
fBodyAccMag-std() WALKING_DOWNSTAIRS 19 -0.689860920113889
fBodyAccMag-std() WALKING_DOWNSTAIRS 21 -0.714345739215931
fBodyAccMag-std() WALKING_DOWNSTAIRS 22 -0.699680500173244
fBodyAccMag-std() WALKING_UPSTAIRS 8 -0.5867768587
fBodyAccMag-std() WALKING_UPSTAIRS 11 -0.674470159009494
fBodyAccMag-std() WALKING_UPSTAIRS 14 -0.548269930770588
fBodyAccMag-std() WALKING_UPSTAIRS 15 -0.623655618198171
fBodyAccMag-std() WALKING_UPSTAIRS 16 -0.712680990765301
fBodyAccMag-std() WALKING_UPSTAIRS 17 -0.98628791137931
fBodyBodyAccJerkMag-mean() LAYING 10 -0.385138891111111
fBodyBodyAccJerkMag-mean() LAYING 12 -0.564239194378438
fBodyBodyAccJerkMag-mean() LAYING 13 -0.607295296423853
fBodyBodyAccJerkMag-mean() LAYING 18 -0.742323821887363
fBodyBodyAccJerkMag-mean() LAYING 20 -0.584571446817062
fBodyBodyAccJerkMag-mean() LAYING 24 -0.696845583388451
fBodyBodyAccJerkMag-mean() SITTING 22 0.00382710664090909
fBodyBodyAccJerkMag-mean() SITTING 23 -0.542663319457527
fBodyBodyAccJerkMag-mean() SITTING 25 -0.779190075892421
fBodyBodyAccJerkMag-mean() SITTING 26 -0.679278323637755
fBodyBodyAccJerkMag-mean() SITTING 27 -0.688572791044947
fBodyBodyAccJerkMag-mean() SITTING 28 -0.706908798520874
fBodyBodyAccJerkMag-mean() STANDING 2 -0.509746432970861
fBodyBodyAccJerkMag-mean() STANDING 4 -0.63501900541041
fBodyBodyAccJerkMag-mean() STANDING 9 -0.609193721940625
fBodyBodyAccJerkMag-mean() STANDING 10 -0.783269770302083
fBodyBodyAccJerkMag-mean() STANDING 28 -0.638582720019318
fBodyBodyAccJerkMag-mean() STANDING 29 -0.609879937469099
fBodyBodyAccJerkMag-mean() STANDING 30 -0.656339723754047
fBodyBodyAccJerkMag-mean() WALKING 1 -0.499075765624092
fBodyBodyAccJerkMag-mean() WALKING 3 -0.604752108072727
fBodyBodyAccJerkMag-mean() WALKING 5 -0.573176177044172
fBodyBodyAccJerkMag-mean() WALKING 6 -0.494882316238462
fBodyBodyAccJerkMag-mean() WALKING 7 -0.553360009658182
fBodyBodyAccJerkMag-mean() WALKING 8 -0.715745792606061
fBodyBodyAccJerkMag-mean() WALKING_DOWNSTAIRS 17 -0.672302752918879
fBodyBodyAccJerkMag-mean() WALKING_DOWNSTAIRS 19 -0.576064647812278
fBodyBodyAccJerkMag-mean() WALKING_DOWNSTAIRS 21 -0.679742584809363
fBodyBodyAccJerkMag-mean() WALKING_DOWNSTAIRS 22 -0.628800131547492
fBodyBodyAccJerkMag-mean() WALKING_UPSTAIRS 8 -0.427796629448901
fBodyBodyAccJerkMag-mean() WALKING_UPSTAIRS 11 -0.656133473274684
fBodyBodyAccJerkMag-mean() WALKING_UPSTAIRS 14 -0.596896308848452
fBodyBodyAccJerkMag-mean() WALKING_UPSTAIRS 15 -0.614817605125915
fBodyBodyAccJerkMag-mean() WALKING_UPSTAIRS 16 -0.713167613706148
fBodyBodyAccJerkMag-mean() WALKING_UPSTAIRS 17 -0.993005947241379
fBodyBodyAccJerkMag-std() LAYING 10 -0.447367612044293
fBodyBodyAccJerkMag-std() LAYING 12 -0.571614888155312
fBodyBodyAccJerkMag-std() LAYING 13 -0.617075473106453
fBodyBodyAccJerkMag-std() LAYING 18 -0.750189976318681
fBodyBodyAccJerkMag-std() LAYING 20 -0.597351046813729
fBodyBodyAccJerkMag-std() LAYING 24 -0.682447145993307
fBodyBodyAccJerkMag-std() SITTING 22 -0.0977799986818182
fBodyBodyAccJerkMag-std() SITTING 23 -0.583832309145968
fBodyBodyAccJerkMag-std() SITTING 25 -0.783547229755501
fBodyBodyAccJerkMag-std() SITTING 26 -0.678025758312755
fBodyBodyAccJerkMag-std() SITTING 27 -0.707531366315426
fBodyBodyAccJerkMag-std() SITTING 28 -0.726122136199029
fBodyBodyAccJerkMag-std() STANDING 2 -0.518800797709272
fBodyBodyAccJerkMag-std() STANDING 4 -0.666506718936908
fBodyBodyAccJerkMag-std() STANDING 9 -0.611619343190972
fBodyBodyAccJerkMag-std() STANDING 10 -0.770950588979167
fBodyBodyAccJerkMag-std() STANDING 28 -0.683350492909091
fBodyBodyAccJerkMag-std() STANDING 29 -0.636434470547384
fBodyBodyAccJerkMag-std() STANDING 30 -0.664600262443812
fBodyBodyAccJerkMag-std() WALKING 1 -0.541823079570029
fBodyBodyAccJerkMag-std() WALKING 3 -0.615643694857361
fBodyBodyAccJerkMag-std() WALKING 5 -0.613485123609272
fBodyBodyAccJerkMag-std() WALKING 6 -0.516711262173969
fBodyBodyAccJerkMag-std() WALKING 7 -0.550683254908442
fBodyBodyAccJerkMag-std() WALKING 8 -0.749236439787879
fBodyBodyAccJerkMag-std() WALKING_DOWNSTAIRS 17 -0.666929054969322
fBodyBodyAccJerkMag-std() WALKING_DOWNSTAIRS 19 -0.641089005857778
fBodyBodyAccJerkMag-std() WALKING_DOWNSTAIRS 21 -0.683725127418382
fBodyBodyAccJerkMag-std() WALKING_DOWNSTAIRS 22 -0.636187050918395
fBodyBodyAccJerkMag-std() WALKING_UPSTAIRS 8 -0.546655472807692
fBodyBodyAccJerkMag-std() WALKING_UPSTAIRS 11 -0.676925075857595
fBodyBodyAccJerkMag-std() WALKING_UPSTAIRS 14 -0.619215144539319
fBodyBodyAccJerkMag-std() WALKING_UPSTAIRS 15 -0.643101167069512
fBodyBodyAccJerkMag-std() WALKING_UPSTAIRS 16 -0.729869398769672
fBodyBodyAccJerkMag-std() WALKING_UPSTAIRS 17 -0.992630932068965
fBodyBodyGyroJerkMag-mean() LAYING 10 -0.710849269646465
fBodyBodyGyroJerkMag-mean() LAYING 12 -0.78990285099375
fBodyBodyGyroJerkMag-mean() LAYING 13 -0.712054366504281
fBodyBodyGyroJerkMag-mean() LAYING 18 -0.88466302260989
fBodyBodyGyroJerkMag-mean() LAYING 20 -0.692638075749774
fBodyBodyGyroJerkMag-mean() LAYING 24 -0.795019165380577
fBodyBodyGyroJerkMag-mean() SITTING 22 -0.642050515
fBodyBodyGyroJerkMag-mean() SITTING 23 -0.584111049810215
fBodyBodyGyroJerkMag-mean() SITTING 25 -0.875970674743276
fBodyBodyGyroJerkMag-mean() SITTING 26 -0.823865297193878
fBodyBodyGyroJerkMag-mean() SITTING 27 -0.837585999827128
fBodyBodyGyroJerkMag-mean() SITTING 28 -0.826660930776699
fBodyBodyGyroJerkMag-mean() STANDING 2 -0.751615078360927
fBodyBodyGyroJerkMag-mean() STANDING 4 -0.838833209652997
fBodyBodyGyroJerkMag-mean() STANDING 9 -0.786473954201389
fBodyBodyGyroJerkMag-mean() STANDING 10 -0.8851999225
fBodyBodyGyroJerkMag-mean() STANDING 28 -0.783731989943182
fBodyBodyGyroJerkMag-mean() STANDING 29 -0.840464164156977
fBodyBodyGyroJerkMag-mean() STANDING 30 -0.811292332428198
fBodyBodyGyroJerkMag-mean() WALKING 1 -0.645970655298847
fBodyBodyGyroJerkMag-mean() WALKING 3 -0.810085498651026
fBodyBodyGyroJerkMag-mean() WALKING 5 -0.748829309536424
fBodyBodyGyroJerkMag-mean() WALKING 6 -0.651886909221538
fBodyBodyGyroJerkMag-mean() WALKING 7 -0.668879188156396
fBodyBodyGyroJerkMag-mean() WALKING 8 -0.817455544646465
fBodyBodyGyroJerkMag-mean() WALKING_DOWNSTAIRS 17 -0.815081807581121
fBodyBodyGyroJerkMag-mean() WALKING_DOWNSTAIRS 19 -0.719519008752778
fBodyBodyGyroJerkMag-mean() WALKING_DOWNSTAIRS 21 -0.826275026053922
fBodyBodyGyroJerkMag-mean() WALKING_DOWNSTAIRS 22 -0.844035139698997
fBodyBodyGyroJerkMag-mean() WALKING_UPSTAIRS 8 -0.639438448496154
fBodyBodyGyroJerkMag-mean() WALKING_UPSTAIRS 11 -0.864827011392405
fBodyBodyGyroJerkMag-mean() WALKING_UPSTAIRS 14 -0.717590101802972
fBodyBodyGyroJerkMag-mean() WALKING_UPSTAIRS 15 -0.83680189402439
fBodyBodyGyroJerkMag-mean() WALKING_UPSTAIRS 16 -0.87277228273224
fBodyBodyGyroJerkMag-mean() WALKING_UPSTAIRS 17 -0.99327833
fBodyBodyGyroJerkMag-std() LAYING 10 -0.741397840909091
fBodyBodyGyroJerkMag-std() LAYING 12 -0.7973614576875
fBodyBodyGyroJerkMag-std() LAYING 13 -0.733183567759939
fBodyBodyGyroJerkMag-std() LAYING 18 -0.902206780607143
fBodyBodyGyroJerkMag-std() LAYING 20 -0.694680032329943
fBodyBodyGyroJerkMag-std() LAYING 24 -0.796157264514436
fBodyBodyGyroJerkMag-std() SITTING 22 -0.673087576363636
fBodyBodyGyroJerkMag-std() SITTING 23 -0.593735302105376
fBodyBodyGyroJerkMag-std() SITTING 25 -0.877714953691932
fBodyBodyGyroJerkMag-std() SITTING 26 -0.823991408418367
fBodyBodyGyroJerkMag-std() SITTING 27 -0.848260021656915
fBodyBodyGyroJerkMag-std() SITTING 28 -0.833674226650485
fBodyBodyGyroJerkMag-std() STANDING 2 -0.744194981440397
fBodyBodyGyroJerkMag-std() STANDING 4 -0.863096864037855
fBodyBodyGyroJerkMag-std() STANDING 9 -0.801296292638889
fBodyBodyGyroJerkMag-std() STANDING 10 -0.881496240729167
fBodyBodyGyroJerkMag-std() STANDING 28 -0.800627497215909
fBodyBodyGyroJerkMag-std() STANDING 29 -0.851462426569767
fBodyBodyGyroJerkMag-std() STANDING 30 -0.822805618746736
fBodyBodyGyroJerkMag-std() WALKING 1 -0.685811262634006
fBodyBodyGyroJerkMag-std() WALKING 3 -0.810032718739003
fBodyBodyGyroJerkMag-std() WALKING 5 -0.735610602483444
fBodyBodyGyroJerkMag-std() WALKING 6 -0.660175875210246
fBodyBodyGyroJerkMag-std() WALKING 7 -0.668963362464935
fBodyBodyGyroJerkMag-std() WALKING 8 -0.850242418585859
fBodyBodyGyroJerkMag-std() WALKING_DOWNSTAIRS 17 -0.820032370707965
fBodyBodyGyroJerkMag-std() WALKING_DOWNSTAIRS 19 -0.754223739441667
fBodyBodyGyroJerkMag-std() WALKING_DOWNSTAIRS 21 -0.834949863259804
fBodyBodyGyroJerkMag-std() WALKING_DOWNSTAIRS 22 -0.847554449431438
fBodyBodyGyroJerkMag-std() WALKING_UPSTAIRS 8 -0.704299790384615
fBodyBodyGyroJerkMag-std() WALKING_UPSTAIRS 11 -0.879254016740506
fBodyBodyGyroJerkMag-std() WALKING_UPSTAIRS 14 -0.760560087962848
fBodyBodyGyroJerkMag-std() WALKING_UPSTAIRS 15 -0.849634463841463
fBodyBodyGyroJerkMag-std() WALKING_UPSTAIRS 16 -0.886533212213115
fBodyBodyGyroJerkMag-std() WALKING_UPSTAIRS 17 -0.993482856896552
fBodyBodyGyroMag-mean() LAYING 10 -0.572513090661616
fBodyBodyGyroMag-mean() LAYING 12 -0.717311676745625
fBodyBodyGyroMag-mean() LAYING 13 -0.652225306544343
fBodyBodyGyroMag-mean() LAYING 18 -0.816286626730769
fBodyBodyGyroMag-mean() LAYING 20 -0.606970915061638
fBodyBodyGyroMag-mean() LAYING 24 -0.754131617480315
fBodyBodyGyroMag-mean() SITTING 22 -0.354449740454545
fBodyBodyGyroMag-mean() SITTING 23 -0.534657191683602
fBodyBodyGyroMag-mean() SITTING 25 -0.754236109755501
fBodyBodyGyroMag-mean() SITTING 26 -0.770504884821429
fBodyBodyGyroMag-mean() SITTING 27 -0.785953610106383
fBodyBodyGyroMag-mean() SITTING 28 -0.762735296006796
fBodyBodyGyroMag-mean() STANDING 2 -0.699742945221854
fBodyBodyGyroMag-mean() STANDING 4 -0.745650754608833
fBodyBodyGyroMag-mean() STANDING 9 -0.700863097986111
fBodyBodyGyroMag-mean() STANDING 10 -0.845024943541667
fBodyBodyGyroMag-mean() STANDING 28 -0.708848978369318
fBodyBodyGyroMag-mean() STANDING 29 -0.722018434984302
fBodyBodyGyroMag-mean() STANDING 30 -0.669600510563003
fBodyBodyGyroMag-mean() WALKING 1 -0.535002770337752
fBodyBodyGyroMag-mean() WALKING 3 -0.716822144279179
fBodyBodyGyroMag-mean() WALKING 5 -0.677355755703311
fBodyBodyGyroMag-mean() WALKING 6 -0.579130051151385
fBodyBodyGyroMag-mean() WALKING 7 -0.628877272791136
fBodyBodyGyroMag-mean() WALKING 8 -0.741679153929293
fBodyBodyGyroMag-mean() WALKING_DOWNSTAIRS 17 -0.750925804837758
fBodyBodyGyroMag-mean() WALKING_DOWNSTAIRS 19 -0.636287999799167
fBodyBodyGyroMag-mean() WALKING_DOWNSTAIRS 21 -0.776473060171569
fBodyBodyGyroMag-mean() WALKING_DOWNSTAIRS 22 -0.755664344113712
fBodyBodyGyroMag-mean() WALKING_UPSTAIRS 8 -0.538348071541758
fBodyBodyGyroMag-mean() WALKING_UPSTAIRS 11 -0.757585939588608
fBodyBodyGyroMag-mean() WALKING_UPSTAIRS 14 -0.543030528985449
fBodyBodyGyroMag-mean() WALKING_UPSTAIRS 15 -0.732394493841463
fBodyBodyGyroMag-mean() WALKING_UPSTAIRS 16 -0.81712881920765
fBodyBodyGyroMag-mean() WALKING_UPSTAIRS 17 -0.986607555172414
fBodyBodyGyroMag-std() LAYING 10 -0.573538825626263
fBodyBodyGyroMag-std() LAYING 12 -0.719438065809375
fBodyBodyGyroMag-std() LAYING 13 -0.691915161336391
fBodyBodyGyroMag-std() LAYING 18 -0.789777674554945
fBodyBodyGyroMag-std() LAYING 20 -0.635816314618644
fBodyBodyGyroMag-std() LAYING 24 -0.782076276167979
fBodyBodyGyroMag-std() SITTING 22 -0.2723853645
fBodyBodyGyroMag-std() SITTING 23 -0.632288527203763
fBodyBodyGyroMag-std() SITTING 25 -0.697213120366748
fBodyBodyGyroMag-std() SITTING 26 -0.782624320831633
fBodyBodyGyroMag-std() SITTING 27 -0.777810418832447
fBodyBodyGyroMag-std() SITTING 28 -0.767012523398058
fBodyBodyGyroMag-std() STANDING 2 -0.725310337688742
fBodyBodyGyroMag-std() STANDING 4 -0.732586304826498
fBodyBodyGyroMag-std() STANDING 9 -0.697729432621528
fBodyBodyGyroMag-std() STANDING 10 -0.856745923229167
fBodyBodyGyroMag-std() STANDING 28 -0.716597399028409
fBodyBodyGyroMag-std() STANDING 29 -0.671454324368401
fBodyBodyGyroMag-std() STANDING 30 -0.589192650089817
fBodyBodyGyroMag-std() WALKING 1 -0.566576670397695
fBodyBodyGyroMag-std() WALKING 3 -0.703839403007038
fBodyBodyGyroMag-std() WALKING 5 -0.715731148145695
fBodyBodyGyroMag-std() WALKING 6 -0.657368673849846
fBodyBodyGyroMag-std() WALKING 7 -0.650923648207792
fBodyBodyGyroMag-std() WALKING 8 -0.755554747464646
fBodyBodyGyroMag-std() WALKING_DOWNSTAIRS 17 -0.765190625132743
fBodyBodyGyroMag-std() WALKING_DOWNSTAIRS 19 -0.662325968145833
fBodyBodyGyroMag-std() WALKING_DOWNSTAIRS 21 -0.793158526279412
fBodyBodyGyroMag-std() WALKING_DOWNSTAIRS 22 -0.731033945357859
fBodyBodyGyroMag-std() WALKING_UPSTAIRS 8 -0.572007930837912
fBodyBodyGyroMag-std() WALKING_UPSTAIRS 11 -0.711267219682278
fBodyBodyGyroMag-std() WALKING_UPSTAIRS 14 -0.516930495917399
fBodyBodyGyroMag-std() WALKING_UPSTAIRS 15 -0.695346839682927
fBodyBodyGyroMag-std() WALKING_UPSTAIRS 16 -0.802078223409836
fBodyBodyGyroMag-std() WALKING_UPSTAIRS 17 -0.981446073103448
fBodyGyro-mean()-X LAYING 10 -0.523601248676313
fBodyGyro-mean()-X LAYING 12 -0.661246826087188
fBodyGyro-mean()-X LAYING 13 -0.65864242140581
fBodyGyro-mean()-X LAYING 18 -0.787757637521978
fBodyGyro-mean()-X LAYING 20 -0.626445370827119
fBodyGyro-mean()-X LAYING 24 -0.722607377748032
fBodyGyro-mean()-X SITTING 22 -0.237124032272727
fBodyGyro-mean()-X SITTING 23 -0.685136501518817
fBodyGyro-mean()-X SITTING 25 -0.672197763601467
fBodyGyro-mean()-X SITTING 26 -0.703109561068878
fBodyGyro-mean()-X SITTING 27 -0.768505711292553
fBodyGyro-mean()-X SITTING 28 -0.70487616923301
fBodyGyro-mean()-X STANDING 2 -0.638717694593046
fBodyGyro-mean()-X STANDING 4 -0.641881977553943
fBodyGyro-mean()-X STANDING 9 -0.639863219559028
fBodyGyro-mean()-X STANDING 10 -0.819983751770833
fBodyGyro-mean()-X STANDING 28 -0.638634953056818
fBodyGyro-mean()-X STANDING 29 -0.685747413486628
fBodyGyro-mean()-X STANDING 30 -0.667418236692689
fBodyGyro-mean()-X WALKING 1 -0.623219182311527
fBodyGyro-mean()-X WALKING 3 -0.642097719778592
fBodyGyro-mean()-X WALKING 5 -0.632239300829801
fBodyGyro-mean()-X WALKING 6 -0.537201442069846
fBodyGyro-mean()-X WALKING 7 -0.643767578493507
fBodyGyro-mean()-X WALKING 8 -0.683114151139394
fBodyGyro-mean()-X WALKING_DOWNSTAIRS 17 -0.706700939954277
fBodyGyro-mean()-X WALKING_DOWNSTAIRS 19 -0.553089575942778
fBodyGyro-mean()-X WALKING_DOWNSTAIRS 21 -0.752040828651961
fBodyGyro-mean()-X WALKING_DOWNSTAIRS 22 -0.669187479525084
fBodyGyro-mean()-X WALKING_UPSTAIRS 8 -0.556923952791209
fBodyGyro-mean()-X WALKING_UPSTAIRS 11 -0.709949332117089
fBodyGyro-mean()-X WALKING_UPSTAIRS 14 -0.699166400749226
fBodyGyro-mean()-X WALKING_UPSTAIRS 15 -0.664354428856402
fBodyGyro-mean()-X WALKING_UPSTAIRS 16 -0.789780147036612
fBodyGyro-mean()-X WALKING_UPSTAIRS 17 -0.985993540344828
fBodyGyro-mean()-Y LAYING 10 -0.545223158712121
fBodyGyro-mean()-Y LAYING 12 -0.74479814778125
fBodyGyro-mean()-Y LAYING 13 -0.647152817899388
fBodyGyro-mean()-Y LAYING 18 -0.816385880247253
fBodyGyro-mean()-Y LAYING 20 -0.591039733449633
fBodyGyro-mean()-Y LAYING 24 -0.753710479580053
fBodyGyro-mean()-Y SITTING 22 -0.483080167727273
fBodyGyro-mean()-Y SITTING 23 -0.497783811010484
fBodyGyro-mean()-Y SITTING 25 -0.81313379207824
fBodyGyro-mean()-Y SITTING 26 -0.799353075357143
fBodyGyro-mean()-Y SITTING 27 -0.795433953608777
fBodyGyro-mean()-Y SITTING 28 -0.773967850635922
fBodyGyro-mean()-Y STANDING 2 -0.722068978635762
fBodyGyro-mean()-Y STANDING 4 -0.831527531009464
fBodyGyro-mean()-Y STANDING 9 -0.683924287600694
fBodyGyro-mean()-Y STANDING 10 -0.861050933645833
fBodyGyro-mean()-Y STANDING 28 -0.715582747721591
fBodyGyro-mean()-Y STANDING 29 -0.735972301656977
fBodyGyro-mean()-Y STANDING 30 -0.629910665959817
fBodyGyro-mean()-Y WALKING 1 -0.505309434070029
fBodyGyro-mean()-Y WALKING 3 -0.775144985073314
fBodyGyro-mean()-Y WALKING 5 -0.71706218781457
fBodyGyro-mean()-Y WALKING 6 -0.621188724858462
fBodyGyro-mean()-Y WALKING 7 -0.630419275006169
fBodyGyro-mean()-Y WALKING 8 -0.757568269575758
fBodyGyro-mean()-Y WALKING_DOWNSTAIRS 17 -0.75655421820059
fBodyGyro-mean()-Y WALKING_DOWNSTAIRS 19 -0.641337299817778
fBodyGyro-mean()-Y WALKING_DOWNSTAIRS 21 -0.759325714811275
fBodyGyro-mean()-Y WALKING_DOWNSTAIRS 22 -0.81408546735786
fBodyGyro-mean()-Y WALKING_UPSTAIRS 8 -0.477139862384066
fBodyGyro-mean()-Y WALKING_UPSTAIRS 11 -0.776852868955696
fBodyGyro-mean()-Y WALKING_UPSTAIRS 14 -0.50463317018839
fBodyGyro-mean()-Y WALKING_UPSTAIRS 15 -0.760711411006098
fBodyGyro-mean()-Y WALKING_UPSTAIRS 16 -0.815962130027322
fBodyGyro-mean()-Y WALKING_UPSTAIRS 17 -0.987392253103448
fBodyGyro-mean()-Z LAYING 10 -0.458413809783333
fBodyGyro-mean()-Z LAYING 12 -0.657369914584375
fBodyGyro-mean()-Z LAYING 13 -0.620471226529052
fBodyGyro-mean()-Z LAYING 18 -0.755926770686813
fBodyGyro-mean()-Z LAYING 20 -0.518444509491525
fBodyGyro-mean()-Z LAYING 24 -0.70948857687664
fBodyGyro-mean()-Z SITTING 22 -0.158548504727273
fBodyGyro-mean()-Z SITTING 23 -0.617685416736559
fBodyGyro-mean()-Z SITTING 25 -0.746832213594132
fBodyGyro-mean()-Z SITTING 26 -0.689404846813776
fBodyGyro-mean()-Z SITTING 27 -0.702788513114362
fBodyGyro-mean()-Z SITTING 28 -0.709727226558252
fBodyGyro-mean()-Z STANDING 2 -0.601594889654305
fBodyGyro-mean()-Z STANDING 4 -0.689308946422713
fBodyGyro-mean()-Z STANDING 9 -0.612680463163889
fBodyGyro-mean()-Z STANDING 10 -0.792357543844792
fBodyGyro-mean()-Z STANDING 28 -0.631127818871023
fBodyGyro-mean()-Z STANDING 29 -0.689221357718023
fBodyGyro-mean()-Z STANDING 30 -0.615699347830287
fBodyGyro-mean()-Z WALKING 1 -0.553529065425648
fBodyGyro-mean()-Z WALKING 3 -0.670734708996481
fBodyGyro-mean()-Z WALKING 5 -0.537329127293278
fBodyGyro-mean()-Z WALKING 6 -0.507604207506462
fBodyGyro-mean()-Z WALKING 7 -0.655083354905844
fBodyGyro-mean()-Z WALKING 8 -0.758361298306364
fBodyGyro-mean()-Z WALKING_DOWNSTAIRS 17 -0.704461092123894
fBodyGyro-mean()-Z WALKING_DOWNSTAIRS 19 -0.602625307818389
fBodyGyro-mean()-Z WALKING_DOWNSTAIRS 21 -0.709471420465686
fBodyGyro-mean()-Z WALKING_DOWNSTAIRS 22 -0.679035334374582
fBodyGyro-mean()-Z WALKING_UPSTAIRS 8 -0.398930833626374
fBodyGyro-mean()-Z WALKING_UPSTAIRS 11 -0.708842979272152
fBodyGyro-mean()-Z WALKING_UPSTAIRS 14 -0.42391821438452
fBodyGyro-mean()-Z WALKING_UPSTAIRS 15 -0.711194539920732
fBodyGyro-mean()-Z WALKING_UPSTAIRS 16 -0.756286641721311
fBodyGyro-mean()-Z WALKING_UPSTAIRS 17 -0.988668107931034
fBodyGyro-std()-X LAYING 10 -0.612021917085859
fBodyGyro-std()-X LAYING 12 -0.750393858303125
fBodyGyro-std()-X LAYING 13 -0.734657989051988
fBodyGyro-std()-X LAYING 18 -0.812175241332418
fBodyGyro-std()-X LAYING 20 -0.704481841200565
fBodyGyro-std()-X LAYING 24 -0.794063529133858
fBodyGyro-std()-X SITTING 22 -0.423153909545455
fBodyGyro-std()-X SITTING 23 -0.779197054064516
fBodyGyro-std()-X SITTING 25 -0.690398481943765
fBodyGyro-std()-X SITTING 26 -0.78740310059949
fBodyGyro-std()-X SITTING 27 -0.806288410297872
fBodyGyro-std()-X SITTING 28 -0.784465639902913
fBodyGyro-std()-X STANDING 2 -0.734588540182119
fBodyGyro-std()-X STANDING 4 -0.721749187328076
fBodyGyro-std()-X STANDING 9 -0.690689895534722
fBodyGyro-std()-X STANDING 10 -0.858958473125
fBodyGyro-std()-X STANDING 28 -0.735772226022727
fBodyGyro-std()-X STANDING 29 -0.752567831707849
fBodyGyro-std()-X STANDING 30 -0.676801995680601
fBodyGyro-std()-X WALKING 1 -0.708263420861671
fBodyGyro-std()-X WALKING 3 -0.719276622702346
fBodyGyro-std()-X WALKING 5 -0.73573857718543
fBodyGyro-std()-X WALKING 6 -0.692862440004
fBodyGyro-std()-X WALKING 7 -0.703883646896104
fBodyGyro-std()-X WALKING 8 -0.736277288818182
fBodyGyro-std()-X WALKING_DOWNSTAIRS 17 -0.751468354340413
fBodyGyro-std()-X WALKING_DOWNSTAIRS 19 -0.666071315599889
fBodyGyro-std()-X WALKING_DOWNSTAIRS 21 -0.811026710110294
fBodyGyro-std()-X WALKING_DOWNSTAIRS 22 -0.736449902993311
fBodyGyro-std()-X WALKING_UPSTAIRS 8 -0.64209298143956
fBodyGyro-std()-X WALKING_UPSTAIRS 11 -0.751758277167721
fBodyGyro-std()-X WALKING_UPSTAIRS 14 -0.740052209854489
fBodyGyro-std()-X WALKING_UPSTAIRS 15 -0.709336168176829
fBodyGyro-std()-X WALKING_UPSTAIRS 16 -0.804991831502732
